"","x"
"278",8648
"279",4298
"280",1129
"281",9426
"282",1685
"283",4644
"284",5528
"285",9047
"286",3871
"287",9333
"288",895
"289",2897
"290",8425
"291",2182
"292",5509
"293",7817
"294",4068
"295",9591
"296",9961
"297",3879
"298",7452
"299",3342
"300",6387
"301",3554
"302",381
"303",4275
"304",5319
"305",44
"306",3509
"307",3609
"308",6983
"309",4954
"310",6916
"311",1504
"312",4409
"313",921
"314",9377
"315",495
"316",8841
"317",8461
"318",3090
"319",7679
"320",8409
"321",2553
"322",5687
"323",5804
"324",7711
"325",8815
"326",500
"327",8913
"328",5741
"329",6979
"330",5671
"331",6725
"332",39
"333",8634
"334",684
"335",8737
"336",408
"337",9020
"338",601
"339",1966
"340",8675
"341",4876
"342",8286
"343",3328
"344",2924
"345",1847
"346",7829
"347",6503
"348",3292
"349",6556
"350",2386
"351",6999
"352",459
"353",835
"354",1511
"355",7786
"356",7240
"357",3264
"358",5103
"359",2618
"360",7472
"361",1039
"362",445
"363",1
"364",6777
"365",3312
"366",5921
"367",763
"368",4054
"369",4031
"370",2980
"371",6728
"372",544
"373",3417
"374",533
"375",9027
"376",4221
"377",4818
"378",6712
"379",6073
"380",441
"381",7971
"382",1717
"383",7652
"384",8342
"385",9097
"386",3120
"387",5384
"388",205
"389",8627
"390",9445
"391",2699
"392",6462
"393",5080
"394",3025
"395",4835
"396",3627
"397",1559
"398",3356
"399",6371
"400",891
"401",4755
"402",9070
"403",363
"404",1785
"405",1994
"406",2894
"407",7389
"408",971
"409",3490
"410",6996
"411",2457
"412",9859
"413",3596
"414",8247
"415",3828
"416",8619
"417",6784
"418",6266
"419",7428
"420",9732
"421",1670
"422",9634
"423",5181
"424",2009
"425",9114
"426",4243
"427",1432
"428",4072
"429",8980
"430",6022
"431",8434
"432",990
"433",5941
"434",3822
"435",9811
"436",8030
"437",8142
"438",7887
"439",7596
"440",1872
"441",6759
"442",8431
"443",1164
"444",5686
"445",4622
"446",3595
"447",1560
"448",6233
"449",9500
"450",4675
"451",2329
"452",9788
"453",4965
"454",2778
"455",4284
"456",8757
"457",985
"458",7319
"459",5415
"460",1326
"461",4664
"462",8922
"463",4624
"464",8836
"465",2392
"466",210
"467",6525
"468",907
"469",8420
"470",8014
"471",7212
"472",9747
"473",7898
"474",1087
"475",712
"476",2848
"477",8485
"478",7840
"479",2025
"480",8542
"481",1419
"482",2838
"483",2069
"484",9926
"485",7395
"486",3232
"487",7921
"488",5543
"489",2521
"490",7844
"491",166
"492",7231
"493",894
"494",8953
"495",9857
"496",9299
"497",4861
"498",5614
"499",4804
"500",222
"501",4321
"502",7744
"503",1604
"504",6159
"505",4007
"506",126
"507",2149
"508",4773
"509",7832
"510",122
"511",6350
"512",48
"513",1042
"514",6086
"515",9141
"516",998
"517",782
"518",1494
"519",7233
"520",8171
"521",6914
"522",671
"523",2889
"524",987
"525",5129
"526",6706
"527",3807
"528",4772
"529",5657
"530",443
"531",2339
"532",31
"533",2708
"534",9252
"535",1577
"536",1814
"537",4870
"538",6391
"539",5791
"540",2442
"541",1235
"542",6862
"543",1165
"544",5736
"545",7209
"546",8898
"547",4236
"548",8186
"549",5831
"550",497
"551",9072
"552",3384
"553",4556
"554",1548
"555",5960
"556",3732
"557",1558
"558",3055
"559",7323
"560",1038
"561",5765
"562",4751
"563",8048
"564",5407
"565",453
"566",8268
"567",3452
"568",4251
"569",9542
"570",7367
"571",4211
"572",6971
"573",3631
"574",6834
"575",7660
"576",7695
"577",8003
"578",2308
"579",8318
"580",7559
"581",3021
"582",9298
"583",9608
"584",7112
"585",580
"586",7992
"587",9322
"588",4046
"589",9659
"590",5977
"591",7481
"592",6854
"593",8797
"594",4363
"595",5430
"596",9236
"597",7015
"598",6211
"599",4829
"600",4573
"601",1098
"602",2746
"603",8759
"604",4647
"605",1976
"606",852
"607",8061
"608",1253
"609",7117
"610",5952
"611",3684
"612",9310
"613",8154
"614",3450
"615",5123
"616",2942
"617",4299
"618",752
"619",6956
"620",2324
"621",928
"622",1744
"623",3494
"624",7047
"625",3636
"626",6659
"627",6976
"628",370
"629",482
"630",3922
"631",9286
"632",8590
"633",944
"634",9778
"635",7746
"636",1314
"637",3638
"638",9888
"639",8497
"640",1581
"641",8113
"642",211
"643",2276
"644",8256
"645",247
"646",9480
"647",8417
"648",577
"649",2167
"650",6925
"651",6434
"652",5225
"653",2065
"654",2032
"655",3912
"656",5177
"657",3563
"658",3388
"659",5749
"660",3128
"661",2438
"662",28
"663",4985
"664",9421
"665",6379
"666",9482
"667",9194
"668",3685
"669",3062
"670",9140
"671",7667
"672",7924
"673",3603
"674",4635
"675",3804
"676",8621
"677",4233
"678",7622
"679",9414
"680",8687
"681",1818
"682",1901
"683",8965
"684",7959
"685",2382
"686",8736
"687",7475
"688",1339
"689",6188
"690",2283
"691",6896
"692",3119
"693",8862
"694",2463
"695",3724
"696",1894
"697",3803
"698",2444
"699",2440
"700",3053
"701",450
"702",4741
"703",3835
"704",1863
"705",9288
"706",6544
"707",5806
"708",4082
"709",5669
"710",3842
"711",4032
"712",2806
"713",8620
"714",2098
"715",7776
"716",8880
"717",9215
"718",7835
"719",2907
"720",2763
"721",6356
"722",7109
"723",7133
"724",4062
"725",9373
"726",4397
"727",6432
"728",1340
"729",4267
"730",3930
"731",3097
"732",3374
"733",5441
"734",3332
"735",3505
"736",5514
"737",4877
"738",398
"739",7431
"740",4648
"741",8800
"742",9202
"743",5908
"744",2424
"745",15
"746",2165
"747",5102
"748",7493
"749",4150
"750",6309
"751",711
"752",3513
"753",7774
"754",4378
"755",8329
"756",5663
"757",9629
"758",4964
"759",7883
"760",8842
"761",4658
"762",4542
"763",729
"764",9599
"765",6096
"766",6290
"767",6299
"768",8473
"769",7462
"770",3757
"771",9645
"772",4916
"773",9832
"774",8210
"775",8820
"776",6358
"777",7304
"778",9344
"779",6173
"780",418
"781",3851
"782",3390
"783",7040
"784",9902
"785",8907
"786",3756
"787",4428
"788",3569
"789",6534
"790",8254
"791",7277
"792",546
"793",2038
"794",719
"795",3612
"796",3533
"797",7214
"798",7682
"799",5599
"800",9953
"801",8728
"802",4216
"803",4651
"804",2180
"805",5047
"806",6409
"807",9213
"808",2368
"809",7013
"810",783
"811",6470
"812",5477
"813",7548
"814",2206
"815",1676
"816",329
"817",9003
"818",3626
"819",3763
"820",6487
"821",586
"822",7642
"823",6700
"824",4271
"825",8471
"826",5261
"827",4560
"828",5359
"829",3795
"830",5597
"831",4814
"832",9932
"833",4099
"834",8686
"835",419
"836",4244
"837",7223
"838",5368
"839",6636
"840",7949
"841",9975
"842",2822
"843",9083
"844",16
"845",6493
"846",9367
"847",8821
"848",7213
"849",1171
"850",1721
"851",3351
"852",9987
"853",5331
"854",565
"855",4925
"856",5431
"857",9576
"858",9366
"859",29
"860",3413
"861",5268
"862",1880
"863",8528
"864",5195
"865",4067
"866",7054
"867",3004
"868",5379
"869",424
"870",2480
"871",9573
"872",52
"873",1043
"874",2950
"875",9209
"876",3579
"877",6731
"878",8873
"879",3445
"880",4495
"881",1202
"882",5907
"883",6420
"884",1784
"885",341
"886",1376
"887",2705
"888",1831
"889",2366
"890",2013
"891",8747
"892",404
"893",2891
"894",847
"895",8510
"896",7099
"897",4218
"898",1955
"899",8623
"900",4025
"901",6786
"902",7113
"903",9581
"904",7160
"905",6138
"906",1378
"907",1344
"908",6889
"909",2992
"910",872
"911",1753
"912",4171
"913",7905
"914",5809
"915",757
"916",2021
"917",9222
"918",379
"919",6750
"920",8398
"921",1907
"922",5151
"923",6705
"924",6686
"925",2895
"926",4875
"927",5250
"928",8125
"929",6791
"930",6949
"931",6811
"932",6404
"933",7173
"934",5691
"935",3063
"936",8195
"937",2266
"938",7657
"939",5239
"940",6696
"941",2617
"942",8919
"943",9332
"944",6655
"945",5051
"946",9239
"947",1529
"948",8914
"949",4825
"950",7962
"951",5676
"952",9571
"953",8870
"954",2700
"955",6782
"956",1159
"957",9186
"958",8679
"959",5330
"960",394
"961",7669
"962",3880
"963",270
"964",6474
"965",937
"966",5807
"967",6469
"968",1936
"969",4620
"970",5632
"971",1737
"972",3397
"973",3129
"974",1300
"975",7583
"976",3231
"977",3481
"978",4526
"979",1286
"980",3485
"981",5466
"982",2820
"983",4685
"984",2059
"985",9456
"986",5160
"987",5179
"988",7560
"989",2737
"990",3274
"991",3462
"992",1645
"993",3010
"994",4133
"995",6146
"996",3726
"997",8987
"998",2640
"999",4057
"1000",9409
"1001",5600
"1002",8137
"1003",2785
"1004",5490
"1005",3491
"1006",5924
"1007",7792
"1008",4868
"1009",5459
"1010",9404
"1011",6456
"1012",9520
"1013",3517
"1014",4885
"1015",2338
"1016",5071
"1017",3823
"1018",7574
"1019",7409
"1020",2181
"1021",2273
"1022",6486
"1023",5566
"1024",593
"1025",955
"1026",9314
"1027",6340
"1028",2187
"1029",267
"1030",2148
"1031",1986
"1032",673
"1033",6443
"1034",2609
"1035",4173
"1036",2717
"1037",3184
"1038",6367
"1039",9717
"1040",8654
"1041",7245
"1042",2770
"1043",5520
"1044",4003
"1045",1070
"1046",5124
"1047",6855
"1048",9660
"1049",6291
"1050",3430
"1051",4652
"1052",8789
"1053",9285
"1054",4365
"1055",8269
"1056",3402
"1057",3662
"1058",6611
"1059",8581
"1060",5355
"1061",4553
"1062",5603
"1063",5794
"1064",5109
"1065",2020
"1066",5774
"1067",3558
"1068",960
"1069",3993
"1070",9085
"1071",6622
"1072",9291
"1073",3806
"1074",6600
"1075",7990
"1076",8024
"1077",7130
"1078",326
"1079",6565
"1080",7114
"1081",8157
"1082",1638
"1083",5324
"1084",8392
"1085",7591
"1086",1883
"1087",6603
"1088",8165
"1089",7697
"1090",6610
"1091",4555
"1092",9078
"1093",5517
"1094",7593
"1095",4295
"1096",2626
"1097",6527
"1098",1718
"1099",9399
"1100",1333
"1101",236
"1102",6365
"1103",9385
"1104",1860
"1105",6199
"1106",5361
"1107",3044
"1108",1739
"1109",4184
"1110",5326
"1111",9661
"1112",4752
"1113",4130
"1114",4286
"1115",7646
"1116",9205
"1117",5542
"1118",21
"1119",3001
"1120",4583
"1121",22
"1122",8565
"1123",128
"1124",4398
"1125",8909
"1126",1827
"1127",8395
"1128",6524
"1129",4257
"1130",6151
"1131",24
"1132",2906
"1133",3698
"1134",5728
"1135",5062
"1136",8574
"1137",7860
"1138",5395
"1139",3046
"1140",7581
"1141",7819
"1142",6872
"1143",5727
"1144",8780
"1145",8631
"1146",1533
"1147",1433
"1148",8782
"1149",951
"1150",6992
"1151",913
"1152",7624
"1153",6330
"1154",4828
"1155",2000
"1156",1277
"1157",9275
"1158",3644
"1159",7640
"1160",6071
"1161",8715
"1162",1545
"1163",2192
"1164",8702
"1165",685
"1166",1156
"1167",9635
"1168",4893
"1169",2944
"1170",4038
"1171",8636
"1172",3369
"1173",5911
"1174",3553
"1175",7299
"1176",4923
"1177",7680
"1178",1478
"1179",135
"1180",8772
"1181",5835
"1182",6453
"1183",5171
"1184",6803
"1185",7032
"1186",3616
"1187",1145
"1188",6771
"1189",720
"1190",7579
"1191",8345
"1192",9528
"1193",9802
"1194",1249
"1195",898
"1196",5082
"1197",759
"1198",3770
"1199",9555
"1200",2691
"1201",3501
"1202",393
"1203",4958
"1204",2562
"1205",6554
"1206",1111
"1207",1285
"1208",8868
"1209",7494
"1210",4957
"1211",5837
"1212",8066
"1213",4810
"1214",2958
"1215",5192
"1216",1506
"1217",8506
"1218",2868
"1219",389
"1220",4095
"1221",9146
"1222",3812
"1223",84
"1224",778
"1225",5040
"1226",9170
"1227",8750
"1228",3901
"1229",8822
"1230",2023
"1231",4867
"1232",2107
"1233",758
"1234",3333
"1235",8096
"1236",361
"1237",5704
"1238",6752
"1239",8101
"1240",2367
"1241",6645
"1242",4079
"1243",6961
"1244",9835
"1245",8866
"1246",740
"1247",9473
"1248",9817
"1249",9240
"1250",1412
"1251",4086
"1252",6858
"1253",3722
"1254",1741
"1255",3257
"1256",6615
"1257",1395
"1258",3941
"1259",3885
"1260",4277
"1261",2061
"1262",2850
"1263",2869
"1264",4541
"1265",2138
"1266",7609
"1267",4432
"1268",5515
"1269",916
"1270",1667
"1271",7936
"1272",5974
"1273",3459
"1274",981
"1275",7728
"1276",6048
"1277",5467
"1278",9860
"1279",8095
"1280",97
"1281",7159
"1282",9030
"1283",5971
"1284",2225
"1285",2710
"1286",2022
"1287",3853
"1288",2294
"1289",3949
"1290",1391
"1291",8007
"1292",7580
"1293",3093
"1294",6247
"1295",1600
"1296",4391
"1297",1774
"1298",433
"1299",6293
"1300",9321
"1301",9647
"1302",1361
"1303",60
"1304",5201
"1305",1401
"1306",70
"1307",9406
"1308",6631
"1309",9392
"1310",3041
"1311",734
"1312",6101
"1313",6449
"1314",7191
"1315",2579
"1316",8089
"1317",6167
"1318",3719
"1319",8043
"1320",6057
"1321",6043
"1322",160
"1323",1096
"1324",8863
"1325",5455
"1326",3084
"1327",806
"1328",9545
"1329",564
"1330",2239
"1331",4506
"1332",7539
"1333",8878
"1334",3820
"1335",3527
"1336",7294
"1337",8293
"1338",9735
"1339",2625
"1340",1424
"1341",1160
"1342",8097
"1343",8438
"1344",1141
"1345",2843
"1346",6922
"1347",2955
"1348",8519
"1349",1104
"1350",8704
"1351",1051
"1352",8717
"1353",3103
"1354",9379
"1355",4610
"1356",6087
"1357",8927
"1358",4705
"1359",3158
"1360",6502
"1361",1655
"1362",9179
"1363",4543
"1364",6871
"1365",4431
"1366",1522
"1367",3769
"1368",5721
"1369",6719
"1370",8310
"1371",6165
"1372",9055
"1373",5495
"1374",7139
"1375",8682
"1376",4999
"1377",8823
"1378",8814
"1379",3378
"1380",6823
"1381",8298
"1382",5836
"1383",8677
"1384",3401
"1385",3836
"1386",5641
"1387",243
"1388",2876
"1389",555
"1390",8271
"1391",4140
"1392",7426
"1393",8295
"1394",8217
"1395",2743
"1396",6445
"1397",9131
"1398",5706
"1399",906
"1400",6915
"1401",8749
"1402",9135
"1403",3959
"1404",6685
"1405",1095
"1406",1977
"1407",1769
"1408",6119
"1409",2460
"1410",8258
"1411",9850
"1412",7119
"1413",8626
"1414",3107
"1415",2314
"1416",9408
"1417",7802
"1418",3784
"1419",2067
"1420",7392
"1421",8730
"1422",2133
"1423",2769
"1424",7137
"1425",4123
"1426",8294
"1427",857
"1428",8386
"1429",6734
"1430",7612
"1431",3588
"1432",9256
"1433",1992
"1434",2279
"1435",1299
"1436",1909
"1437",1068
"1438",1734
"1439",1232
"1440",7798
"1441",9951
"1442",5445
"1443",9263
"1444",3507
"1445",6604
"1446",5639
"1447",538
"1448",691
"1449",7422
"1450",4847
"1451",9885
"1452",2185
"1453",9891
"1454",47
"1455",5457
"1456",5751
"1457",3567
"1458",4014
"1459",6106
"1460",862
"1461",912
"1462",9704
"1463",7125
"1464",9438
"1465",233
"1466",2902
"1467",7149
"1468",5210
"1469",7377
"1470",8449
"1471",3339
"1472",9440
"1473",3805
"1474",3988
"1475",2517
"1476",8587
"1477",5611
"1478",2420
"1479",4618
"1480",8562
"1481",3433
"1482",8243
"1483",8544
"1484",2267
"1485",8153
"1486",7995
"1487",3717
"1488",7328
"1489",6683
"1490",3253
"1491",9943
"1492",8617
"1493",1708
"1494",388
"1495",5850
"1496",5920
"1497",9724
"1498",7103
"1499",4871
"1500",4149
"1501",2163
"1502",2639
"1503",3575
"1504",2337
"1505",7906
"1506",4508
"1507",5449
"1508",4726
"1509",512
"1510",9038
"1511",8527
"1512",3762
"1513",6746
"1514",2775
"1515",5503
"1516",355
"1517",414
"1518",8607
"1519",4983
"1520",988
"1521",6014
"1522",7399
"1523",9748
"1524",1985
"1525",268
"1526",6661
"1527",8726
"1528",8364
"1529",6370
"1530",9790
"1531",8415
"1532",3661
"1533",991
"1534",6195
"1535",125
"1536",6363
"1537",5531
"1538",1279
"1539",7070
"1540",9033
"1541",7641
"1542",359
"1543",6336
"1544",2374
"1545",1796
"1546",298
"1547",7142
"1548",1583
"1549",6832
"1550",1488
"1551",3891
"1552",1047
"1553",2683
"1554",8561
"1555",3391
"1556",7523
"1557",8647
"1558",6067
"1559",3266
"1560",7524
"1561",8456
"1562",2860
"1563",8309
"1564",5406
"1565",7101
"1566",9684
"1567",4793
"1568",8656
"1569",6849
"1570",2543
"1571",3856
"1572",6342
"1573",7001
"1574",2062
"1575",3801
"1576",2509
"1577",4980
"1578",3623
"1579",1295
"1580",7841
"1581",3645
"1582",737
"1583",170
"1584",7749
"1585",1387
"1586",7280
"1587",5292
"1588",7354
"1589",2896
"1590",8383
"1591",3043
"1592",7118
"1593",3539
"1594",9004
"1595",2811
"1596",9895
"1597",1967
"1598",5352
"1599",4545
"1600",8900
"1601",6257
"1602",3867
"1603",9612
"1604",3571
"1605",1997
"1606",1351
"1607",8667
"1608",5041
"1609",248
"1610",6458
"1611",2244
"1612",7567
"1613",8349
"1614",7838
"1615",9875
"1616",3171
"1617",7565
"1618",9924
"1619",2872
"1620",1304
"1621",1458
"1622",6814
"1623",9939
"1624",8714
"1625",5085
"1626",5366
"1627",9664
"1628",9008
"1629",3045
"1630",2334
"1631",7789
"1632",1281
"1633",2
"1634",6729
"1635",3576
"1636",8858
"1637",6844
"1638",2537
"1639",2298
"1640",2922
"1641",8183
"1642",8837
"1643",2041
"1644",5982
"1645",8011
"1646",202
"1647",5242
"1648",7691
"1649",9718
"1650",4452
"1651",3419
"1652",3982
"1653",4809
"1654",9246
"1655",80
"1656",2937
"1657",1767
"1658",641
"1659",4780
"1660",5983
"1661",692
"1662",8555
"1663",8602
"1664",3642
"1665",4824
"1666",9700
"1667",7984
"1668",3059
"1669",4154
"1670",2147
"1671",1167
"1672",3219
"1673",1490
"1674",3230
"1675",1622
"1676",9228
"1677",6497
"1678",2798
"1679",5708
"1680",6537
"1681",7730
"1682",8897
"1683",5031
"1684",8418
"1685",9101
"1686",4071
"1687",2998
"1688",5840
"1689",7534
"1690",6374
"1691",7505
"1692",8034
"1693",1315
"1694",8918
"1695",3771
"1696",9102
"1697",5340
"1698",1446
"1699",7986
"1700",8404
"1701",7623
"1702",4124
"1703",8090
"1704",4196
"1705",1192
"1706",9231
"1707",3862
"1708",8839
"1709",5204
"1710",9044
"1711",1154
"1712",6676
"1713",2321
"1714",3664
"1715",4750
"1716",3526
"1717",6209
"1718",6143
"1719",3565
"1720",9121
"1721",8889
"1722",4319
"1723",1828
"1724",1713
"1725",7811
"1726",8365
"1727",2594
"1728",7620
"1729",5425
"1730",9719
"1731",1878
"1732",9233
"1733",7757
"1734",6926
"1735",4403
"1736",4561
"1737",8962
"1738",788
"1739",2852
"1740",5656
"1741",3335
"1742",216
"1743",3432
"1744",7891
"1745",1849
"1746",4118
"1747",1394
"1748",9533
"1749",5297
"1750",6721
"1751",6852
"1752",4434
"1753",7925
"1754",7463
"1755",6741
"1756",7858
"1757",5432
"1758",4012
"1759",5282
"1760",5738
"1761",9768
"1762",3249
"1763",5416
"1764",3295
"1765",2840
"1766",2621
"1767",2604
"1768",187
"1769",7732
"1770",9656
"1771",9060
"1772",407
"1773",4654
"1774",3173
"1775",9216
"1776",2707
"1777",3671
"1778",5312
"1779",6775
"1780",3919
"1781",1362
"1782",4884
"1783",5525
"1784",1375
"1785",4297
"1786",6878
"1787",6316
"1788",305
"1789",9622
"1790",8424
"1791",3584
"1792",7501
"1793",8038
"1794",6411
"1795",8794
"1796",7082
"1797",3963
"1798",7821
"1799",1179
"1800",463
"1801",639
"1802",1555
"1803",1793
"1804",6084
"1805",5773
"1806",1743
"1807",6457
"1808",7006
"1809",7754
"1810",4344
"1811",3000
"1812",8639
"1813",7895
"1814",7983
"1815",5483
"1816",9381
"1817",4324
"1818",6583
"1819",8557
"1820",844
"1821",8260
"1822",8670
"1823",6627
"1824",5912
"1825",9749
"1826",5723
"1827",9077
"1828",615
"1829",8573
"1830",3782
"1831",1532
"1832",1093
"1833",8801
"1834",1807
"1835",9907
"1836",8764
"1837",3570
"1838",1835
"1839",2293
"1840",3944
"1841",4439
"1842",7356
"1843",2117
"1844",2189
"1845",5207
"1846",356
"1847",3398
"1848",3376
"1849",4565
"1850",6476
"1851",6643
"1852",6179
"1853",6612
"1854",2162
"1855",5367
"1856",954
"1857",9714
"1858",4227
"1859",1417
"1860",9592
"1861",7520
"1862",9985
"1863",2364
"1864",2728
"1865",5875
"1866",1328
"1867",884
"1868",263
"1869",5293
"1870",1787
"1871",2295
"1872",1457
"1873",9325
"1874",8999
"1875",5633
"1876",7086
"1877",6673
"1878",8220
"1879",6894
"1880",5608
"1881",4138
"1882",652
"1883",6533
"1884",4353
"1885",9898
"1886",3964
"1887",7509
"1888",4087
"1889",6431
"1890",6052
"1891",6649
"1892",946
"1893",3327
"1894",9813
"1895",4276
"1896",803
"1897",7167
"1898",5034
"1899",7284
"1900",3650
"1901",7519
"1902",8756
"1903",8194
"1904",4900
"1905",4767
"1906",358
"1907",8188
"1908",9171
"1909",8929
"1910",8879
"1911",8632
"1912",8700
"1913",7886
"1914",4174
"1915",3241
"1916",9413
"1917",7944
"1918",4759
"1919",5628
"1920",902
"1921",4886
"1922",9123
"1923",9411
"1924",4696
"1925",7055
"1926",9081
"1927",7704
"1928",7478
"1929",8105
"1930",877
"1931",5948
"1932",6617
"1933",2430
"1934",5401
"1935",4524
"1936",6097
"1937",2789
"1938",6033
"1939",8244
"1940",1473
"1941",9903
"1942",2034
"1943",974
"1944",455
"1945",5032
"1946",9315
"1947",8734
"1948",8118
"1949",1080
"1950",7712
"1951",9334
"1952",5229
"1953",4864
"1954",3953
"1955",3213
"1956",5118
"1957",5083
"1958",1418
"1959",1396
"1960",2383
"1961",5696
"1962",1528
"1963",4641
"1964",1798
"1965",1980
"1966",9551
"1967",4290
"1968",4730
"1969",8265
"1970",9214
"1971",5581
"1972",606
"1973",9149
"1974",8362
"1975",9834
"1976",964
"1977",3986
"1978",9094
"1979",371
"1980",8723
"1981",5307
"1982",3967
"1983",1625
"1984",9628
"1985",328
"1986",4594
"1987",6618
"1988",6378
"1989",2190
"1990",505
"1991",9050
"1992",6609
"1993",2245
"1994",9297
"1995",6435
"1996",54
"1997",8751
"1998",235
"1999",3739
"2000",5277
"2001",7166
"2002",123
"2003",352
"2004",2904
"2005",9207
"2006",1011
"2007",5866
"2008",7563
"2009",8316
"2010",643
"2011",543
"2012",799
"2013",2854
"2014",7241
"2015",7
"2016",3863
"2017",9054
"2018",5230
"2019",6718
"2020",5093
"2021",9172
"2022",426
"2023",2280
"2024",8444
"2025",8222
"2026",5647
"2027",649
"2028",2809
"2029",226
"2030",4134
"2031",7072
"2032",6505
"2033",8122
"2034",3370
"2035",2599
"2036",4436
"2037",9954
"2038",4776
"2039",9585
"2040",772
"2041",2495
"2042",3177
"2043",2354
"2044",8041
"2045",1630
"2046",6958
"2047",1772
"2048",7273
"2049",5402
"2050",4549
"2051",6483
"2052",2322
"2053",5758
"2054",6289
"2055",5834
"2056",5606
"2057",774
"2058",787
"2059",5584
"2060",3447
"2061",1152
"2062",2595
"2063",4226
"2064",3320
"2065",2152
"2066",8624
"2067",9388
"2068",5100
"2069",9725
"2070",8058
"2071",4387
"2072",3454
"2073",4108
"2074",4213
"2075",9915
"2076",3601
"2077",7357
"2078",9525
"2079",3123
"2080",4521
"2081",1788
"2082",7720
"2083",4166
"2084",6269
"2085",3587
"2086",9436
"2087",1870
"2088",4395
"2089",5768
"2090",1415
"2091",110
"2092",7885
"2093",6
"2094",837
"2095",6523
"2096",983
"2097",1705
"2098",1057
"2099",9922
"2100",3108
"2101",4441
"2102",7947
"2103",3594
"2104",9521
"2105",5838
"2106",9466
"2107",5504
"2108",4661
"2109",2702
"2110",4357
"2111",4167
"2112",3476
"2113",3160
"2114",838
"2115",5991
"2116",3528
"2117",3899
"2118",3538
"2119",4604
"2120",4208
"2121",8499
"2122",9952
"2123",2055
"2124",7662
"2125",9890
"2126",6347
"2127",8253
"2128",223
"2129",4689
"2130",8860
"2131",6816
"2132",6128
"2133",2199
"2134",8911
"2135",1370
"2136",9006
"2137",2247
"2138",5540
"2139",2652
"2140",2624
"2141",2842
"2142",7219
"2143",4235
"2144",7998
"2145",6920
"2146",6192
"2147",7036
"2148",1691
"2149",8643
"2150",2863
"2151",1940
"2152",4899
"2153",3409
"2154",2490
"2155",6773
"2156",265
"2157",9549
"2158",5190
"2159",5018
"2160",33
"2161",4701
"2162",2536
"2163",7705
"2164",7435
"2165",446
"2166",7799
"2167",6595
"2168",9499
"2169",8216
"2170",9779
"2171",967
"2172",756
